model_name,storage_cost_bytes,prompt_len_theta,retrieval_cost_ms,original_sentence,reconstructed_sentence,is_perfect,semantic_similarity,is_semantically_equivalent
gpt2-medium_pruned_60,1419398987,5,1649.9764919281006,"A light novel titled Shikamaru Hiden : A Cloud Drifting in Silent Darkness , written by Takashi Yano and illustrated by Kishimoto , stars Shikamaru as the main character and narrator . The novel is set two years after the Fourth Ninja War , focusing on Shikamaru 's assignment as organizer of the newly formed Shinobi Union to capture a rogue ninja who rules over the distant Land of Silence and attempts to establish a new world order ruled by the common people . It also explores his growing relationship with Temari , culminating in him struggling to name his child with her , years after the end of the novel .","A light novel titled Shirokuma 's Dream ( The Dream That Came True ; Light Novel ) is written and illustrated by Kōji Akane . The novel follows Shirokuma 's journey towards becoming the hero . The plot follows the events of The Dream That Came True . The plot follows Shirokuma 's journey towards becoming the hero . 
 
                                                      ",False,0.5392578840255737,False
gpt2-medium_pruned_60,1419398987,10,1584.7814083099365,"A light novel titled Shikamaru Hiden : A Cloud Drifting in Silent Darkness , written by Takashi Yano and illustrated by Kishimoto , stars Shikamaru as the main character and narrator . The novel is set two years after the Fourth Ninja War , focusing on Shikamaru 's assignment as organizer of the newly formed Shinobi Union to capture a rogue ninja who rules over the distant Land of Silence and attempts to establish a new world order ruled by the common people . It also explores his growing relationship with Temari , culminating in him struggling to name his child with her , years after the end of the novel .",A light novel titled Shikamaru Hiden : The Secret of The Seven Stars ( Light Novel : The Seven Stars ; ISBN 978 @-@ 0080288028 ; ISBN 978 @-@ 0080288029 ; ISBN 978 @-@ 0080288032 ; ISBN 978 @-@ 0080288035 ; ISBN 978 @-@ 0080288038 ; ISBN 978 @-@ 0080288039 ; ISBN 978 @-@ 0080288040 ; ISBN 978 @-@ 0080288042 ; ISBN 978 @-@ 0080288043 ; ISBN 978 @-@ 00802880,False,0.6096493601799011,False
gpt2-medium_pruned_60,1419398987,20,1451.0977268218994,"A light novel titled Shikamaru Hiden : A Cloud Drifting in Silent Darkness , written by Takashi Yano and illustrated by Kishimoto , stars Shikamaru as the main character and narrator . The novel is set two years after the Fourth Ninja War , focusing on Shikamaru 's assignment as organizer of the newly formed Shinobi Union to capture a rogue ninja who rules over the distant Land of Silence and attempts to establish a new world order ruled by the common people . It also explores his growing relationship with Temari , culminating in him struggling to name his child with her , years after the end of the novel .","A light novel titled Shikamaru Hiden : A Cloud Drifting in Silent Darkness , written by Kōji Akane and illustrated by Tsubame Akane , debuted in Kodansha 's Weekly Young Magazine magazine in October 2011 . The novel follows Hiden 's journey towards becoming a hero . The novel 's plot follows Hiden 's journey towards becoming the hero . The novel 's plot follows Hiden 's journey towards becoming the hero . 
                                    ",False,0.8324435949325562,False
gpt2-medium_pruned_60,1419398987,40,1192.2287940979004,"A light novel titled Shikamaru Hiden : A Cloud Drifting in Silent Darkness , written by Takashi Yano and illustrated by Kishimoto , stars Shikamaru as the main character and narrator . The novel is set two years after the Fourth Ninja War , focusing on Shikamaru 's assignment as organizer of the newly formed Shinobi Union to capture a rogue ninja who rules over the distant Land of Silence and attempts to establish a new world order ruled by the common people . It also explores his growing relationship with Temari , culminating in him struggling to name his child with her , years after the end of the novel .","A light novel titled Shikamaru Hiden : A Cloud Drifting in Silent Darkness , written by Takashi Yano and illustrated by Kishimoto , stars Shikamaru as the main character and the supporting cast . The novel follows Hiden 's journey throughout the island in the unnamed hero . The novel follows Hiden 's journey throughout the island in the unnamed hero . 
 
                                                    ",False,0.8661260008811951,False
gpt2-medium_pruned_60,1419398987,100,416.69559478759766,"A light novel titled Shikamaru Hiden : A Cloud Drifting in Silent Darkness , written by Takashi Yano and illustrated by Kishimoto , stars Shikamaru as the main character and narrator . The novel is set two years after the Fourth Ninja War , focusing on Shikamaru 's assignment as organizer of the newly formed Shinobi Union to capture a rogue ninja who rules over the distant Land of Silence and attempts to establish a new world order ruled by the common people . It also explores his growing relationship with Temari , culminating in him struggling to name his child with her , years after the end of the novel .","A light novel titled Shikamaru Hiden : A Cloud Drifting in Silent Darkness , written by Takashi Yano and illustrated by Kishimoto , stars Shikamaru as the main character and narrator . The novel is set two years after the Fourth Ninja War , focusing on Shikamaru 's assignment as organizer of the newly formed Shinobi Union to capture a rogue ninja who rules over the distant Land of Silence and attempts to establish a new world order ruled by the common people . It also stars Naruhodō Shimura 's character Akane Akane . 
 
             ",False,0.9699233770370483,True
gpt2-medium_pruned_60,1419398987,5,80.18708229064941,= = Reception = =,"= = Reception = = 
 
 ",True,1.0,True
gpt2-medium_pruned_60,1419398987,10,0.0,= = Reception = =,= = Reception = =,True,1.0,True
gpt2-medium_pruned_60,1419398987,20,0.0,= = Reception = =,= = Reception = =,True,1.0,True
gpt2-medium_pruned_60,1419398987,40,0.0,= = Reception = =,= = Reception = =,True,1.0,True
gpt2-medium_pruned_60,1419398987,100,0.0,= = Reception = =,= = Reception = =,True,1.0,True
gpt2-medium_pruned_60,1419398987,5,1699.826955795288,"Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously placing in the top ten and reaching fourth place in one poll . The last such poll was in 2011 , in which Shikamaru was in ninth place , behind Sasori and ahead of Hinata . Merchandise based on Shikamaru has also been released , including action figures , key chains , and patches in both his Part I and Part II appearance . NTT customers voted him as their sixteenth favorite black haired male anime character . CyberConnect2 CEO Hiroshi Matsuyama referred to Shikamaru as one of his favorite characters from Naruto .",Shikamaru has ranked near the the @-@ lowest among theime characters in theime magazine Famitsu 's poll . He ranked near the @-@ lowest among theime characters in Weekly Shōnen Jump 's poll . He ranked near the @-@ lowest among theime characters in Weekly Shōnen Jump 's poll . He ranked near the @-@ lowest among theime characters in Weekly Shōnen Jump 's poll . He ranked near a @-@ lowest among theime characters in Weekly Shōnen Jump 's poll . He ranked near a @-@ lowest among theime characters in Weekly Shōnen Jump 's poll .,False,0.701076865196228,False
gpt2-medium_pruned_60,1419398987,10,1639.519453048706,"Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously placing in the top ten and reaching fourth place in one poll . The last such poll was in 2011 , in which Shikamaru was in ninth place , behind Sasori and ahead of Hinata . Merchandise based on Shikamaru has also been released , including action figures , key chains , and patches in both his Part I and Part II appearance . NTT customers voted him as their sixteenth favorite black haired male anime character . CyberConnect2 CEO Hiroshi Matsuyama referred to Shikamaru as one of his favorite characters from Naruto .","Shikamaru has ranked highly in the Weekly Shōnen Jump magazine in the 13th highest ranked shōjo hero . In the October 2011 issue , Shōnen Jump ranked the 38th highest ranked shōjo hero . In the October 2011 issue , Shōnen Jump ranked the 44th highest ranked shōjo hero . In the October 2011 issue , Shōnen Jump ranked a 47th highest ranked shōjo hero . In the October 2011 issue , Shōnen Jump ranked a 48th highest ranked shōjo hero . In the October 2011 issue , Shōnen Jump ranked 48th highest ranked shōjo hero . In the October 2011 issue , Sh",False,0.6375546455383301,False
gpt2-medium_pruned_60,1419398987,20,1505.2928924560547,"Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously placing in the top ten and reaching fourth place in one poll . The last such poll was in 2011 , in which Shikamaru was in ninth place , behind Sasori and ahead of Hinata . Merchandise based on Shikamaru has also been released , including action figures , key chains , and patches in both his Part I and Part II appearance . NTT customers voted him as their sixteenth favorite black haired male anime character . CyberConnect2 CEO Hiroshi Matsuyama referred to Shikamaru as one of his favorite characters from Naruto .","Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously reaching the peak position of number 36 in the Weekly Shōnen Jump poll . He is ranked number 36 in the Weekly Shōnen Jump poll for the One Piece volume . He is ranked number 36 in the Weekly Shōnen Jump poll for the One Piece volume . He is ranked number 36 in the Weekly Shōnen Jump poll for the One Piece volume . He is ranked number 36 in the Weekly Shōnen Jump poll for the One Piece volume . He is ranked number 36 in the Weekly Shōnen Jump poll for the One Piece volume . He is ranked number 36",False,0.7297043800354004,False
gpt2-medium_pruned_60,1419398987,40,1245.363712310791,"Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously placing in the top ten and reaching fourth place in one poll . The last such poll was in 2011 , in which Shikamaru was in ninth place , behind Sasori and ahead of Hinata . Merchandise based on Shikamaru has also been released , including action figures , key chains , and patches in both his Part I and Part II appearance . NTT customers voted him as their sixteenth favorite black haired male anime character . CyberConnect2 CEO Hiroshi Matsuyama referred to Shikamaru as one of his favorite characters from Naruto .","Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously placing in the top ten and reaching fourth place in one poll . The last such poll was in 2011 . In the 2013 poll , Shikamaru placed second behind Akane Suzumura 's Gekkan Battle ! . In the 2014 poll , Shikamaru placed third behind Akane Suzumura 's Gekkan Battle ! . In the 2015 poll , Shikamaru placed fourth behind Akane Suzumura 's Gekkan Battle ! . In the 2016 poll , Shikamaru placed fifth behind Akane Suzumura 's Gekkan Battle !",False,0.6993857622146606,False
gpt2-medium_pruned_60,1419398987,100,467.41437911987305,"Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously placing in the top ten and reaching fourth place in one poll . The last such poll was in 2011 , in which Shikamaru was in ninth place , behind Sasori and ahead of Hinata . Merchandise based on Shikamaru has also been released , including action figures , key chains , and patches in both his Part I and Part II appearance . NTT customers voted him as their sixteenth favorite black haired male anime character . CyberConnect2 CEO Hiroshi Matsuyama referred to Shikamaru as one of his favorite characters from Naruto .","Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously placing in the top ten and reaching fourth place in one poll . The last such poll was in 2011 , in which Shikamaru was in ninth place , behind Sasori and ahead of Hinata . Merchandise based on Shikamaru has also been released , including action figures , key chains , and patches in both his Part I and Part II appearance . NTT customers voted him as their sixteenth favorite character in the Shōnen Jump poll . 
 
                      ",False,0.86859530210495,False
gpt2-medium_pruned_60,1419398987,5,4080.770254135132,"Several publications for manga , anime , video games , and other related media have commented on Shikamaru 's character . IGN stated that Shikamaru was one of their favorite characters in the series , and referred to him as "" the poster child for any card @-@ carrying member of Generation X "" due to his general lack of enthusiasm and his unwillingness to utilize his potential . In a review of episode 110 , IGN praised how Shikamaru managed to transcend his lazy nature in order to take on the mantle of a leader when assigned to lead a team in order to retrieve Sasuke Uchiha and agreed that the decision to make him Chunin was fair . Anime News Network also commented on this development , calling Shikamaru 's emergence as "" an unlikely hero "" one of the highlights of the arc . In a subsequent review of episode 135 , in which the mission to retrieve Sasuke has failed and the members of Shikamaru 's team were critically injured , IGN lauded the "" great moment "" in the episode in which Shikamaru began to cry after learning his friends will recover , and declared that he will be a better leader for the sake of his friends . Mania Entertainment 's Justin Rich celebrated his "" sheer intellect "" , calling him "" one of the most fascinating characters in the series "" and "" one of the few truly brilliant fighters in shōnen anime "" . Dani Moure , another reviewer from the same site , noted about his battle with Temari during the Chunin Exams that it was "" one of the better fights involving the supporting players "" .","Several publications for manga , including The Weekly Shōnen Jump and Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Shōnen Jump Weekly Sh",False,0.18456417322158813,False
gpt2-medium_pruned_60,1419398987,10,4015.1045322418213,"Several publications for manga , anime , video games , and other related media have commented on Shikamaru 's character . IGN stated that Shikamaru was one of their favorite characters in the series , and referred to him as "" the poster child for any card @-@ carrying member of Generation X "" due to his general lack of enthusiasm and his unwillingness to utilize his potential . In a review of episode 110 , IGN praised how Shikamaru managed to transcend his lazy nature in order to take on the mantle of a leader when assigned to lead a team in order to retrieve Sasuke Uchiha and agreed that the decision to make him Chunin was fair . Anime News Network also commented on this development , calling Shikamaru 's emergence as "" an unlikely hero "" one of the highlights of the arc . In a subsequent review of episode 135 , in which the mission to retrieve Sasuke has failed and the members of Shikamaru 's team were critically injured , IGN lauded the "" great moment "" in the episode in which Shikamaru began to cry after learning his friends will recover , and declared that he will be a better leader for the sake of his friends . Mania Entertainment 's Justin Rich celebrated his "" sheer intellect "" , calling him "" one of the most fascinating characters in the series "" and "" one of the few truly brilliant fighters in shōnen anime "" . Dani Moure , another reviewer from the same site , noted about his battle with Temari during the Chunin Exams that it was "" one of the better fights involving the supporting players "" .","Several publications for manga , anime , video games , and books listed the date range between September 26 , 2010 , and September 26 , 2011 . The Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 . Weekly Shōnen Jump listed the date range between September 26 , 2010 , and September 26 , 2011 .",False,0.135050430893898,False
gpt2-medium_pruned_60,1419398987,20,3889.164686203003,"Several publications for manga , anime , video games , and other related media have commented on Shikamaru 's character . IGN stated that Shikamaru was one of their favorite characters in the series , and referred to him as "" the poster child for any card @-@ carrying member of Generation X "" due to his general lack of enthusiasm and his unwillingness to utilize his potential . In a review of episode 110 , IGN praised how Shikamaru managed to transcend his lazy nature in order to take on the mantle of a leader when assigned to lead a team in order to retrieve Sasuke Uchiha and agreed that the decision to make him Chunin was fair . Anime News Network also commented on this development , calling Shikamaru 's emergence as "" an unlikely hero "" one of the highlights of the arc . In a subsequent review of episode 135 , in which the mission to retrieve Sasuke has failed and the members of Shikamaru 's team were critically injured , IGN lauded the "" great moment "" in the episode in which Shikamaru began to cry after learning his friends will recover , and declared that he will be a better leader for the sake of his friends . Mania Entertainment 's Justin Rich celebrated his "" sheer intellect "" , calling him "" one of the most fascinating characters in the series "" and "" one of the few truly brilliant fighters in shōnen anime "" . Dani Moure , another reviewer from the same site , noted about his battle with Temari during the Chunin Exams that it was "" one of the better fights involving the supporting players "" .","Several publications for manga , anime , video games , and other related media have commented on Shikamaru 's popularity among fans . In addition , the television anime adaptation of The Notebook 's Odaemon arc inspired the anime adaptation . The television anime adaptation of The Notebook 's Odaemon arc inspired the anime adaptation . The television anime adaptation inspired the anime adaptation . The television anime adaptation inspired the anime adaptation . The television anime adaptation inspired the anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . The television anime adaptation inspired a anime adaptation . 
                                                                                                                    ",False,0.2841777205467224,False
gpt2-medium_pruned_60,1419398987,40,3636.0106468200684,"Several publications for manga , anime , video games , and other related media have commented on Shikamaru 's character . IGN stated that Shikamaru was one of their favorite characters in the series , and referred to him as "" the poster child for any card @-@ carrying member of Generation X "" due to his general lack of enthusiasm and his unwillingness to utilize his potential . In a review of episode 110 , IGN praised how Shikamaru managed to transcend his lazy nature in order to take on the mantle of a leader when assigned to lead a team in order to retrieve Sasuke Uchiha and agreed that the decision to make him Chunin was fair . Anime News Network also commented on this development , calling Shikamaru 's emergence as "" an unlikely hero "" one of the highlights of the arc . In a subsequent review of episode 135 , in which the mission to retrieve Sasuke has failed and the members of Shikamaru 's team were critically injured , IGN lauded the "" great moment "" in the episode in which Shikamaru began to cry after learning his friends will recover , and declared that he will be a better leader for the sake of his friends . Mania Entertainment 's Justin Rich celebrated his "" sheer intellect "" , calling him "" one of the most fascinating characters in the series "" and "" one of the few truly brilliant fighters in shōnen anime "" . Dani Moure , another reviewer from the same site , noted about his battle with Temari during the Chunin Exams that it was "" one of the better fights involving the supporting players "" .","Several publications for manga , anime , video games , and other related media have commented on Shikamaru 's character . IGN stated that Shikamaru was one of their favorite characters in the series , writing "" The character 's personality and personality traits have inspired fans throughout the series ' run . "" IGN added "" The character 's personality traits have inspired fans throughout the series ' run . "" The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The Weekly Shōnen Jump listed Shikamaru among the characters whose personality traits inspired fans throughout the series ' run . The",False,0.5856220126152039,False
gpt2-medium_pruned_60,1419398987,100,2860.840082168579,"Several publications for manga , anime , video games , and other related media have commented on Shikamaru 's character . IGN stated that Shikamaru was one of their favorite characters in the series , and referred to him as "" the poster child for any card @-@ carrying member of Generation X "" due to his general lack of enthusiasm and his unwillingness to utilize his potential . In a review of episode 110 , IGN praised how Shikamaru managed to transcend his lazy nature in order to take on the mantle of a leader when assigned to lead a team in order to retrieve Sasuke Uchiha and agreed that the decision to make him Chunin was fair . Anime News Network also commented on this development , calling Shikamaru 's emergence as "" an unlikely hero "" one of the highlights of the arc . In a subsequent review of episode 135 , in which the mission to retrieve Sasuke has failed and the members of Shikamaru 's team were critically injured , IGN lauded the "" great moment "" in the episode in which Shikamaru began to cry after learning his friends will recover , and declared that he will be a better leader for the sake of his friends . Mania Entertainment 's Justin Rich celebrated his "" sheer intellect "" , calling him "" one of the most fascinating characters in the series "" and "" one of the few truly brilliant fighters in shōnen anime "" . Dani Moure , another reviewer from the same site , noted about his battle with Temari during the Chunin Exams that it was "" one of the better fights involving the supporting players "" .","Several publications for manga , anime , video games , and other related media have commented on Shikamaru 's character . IGN stated that Shikamaru was one of their favorite characters in the series , and referred to him as "" the poster child for any card @-@ carrying member of Generation X "" due to his general lack of enthusiasm and his unwillingness to utilize his potential . In a review of episode 110 , IGN praised how Shikamaru managed to transcend his lazy nature in order to take on the role of the hero . IGN stated that that thes the the the the the the 's the 's the 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' 's ' ' 's ' ' 's ' ' 's ' ' 's ' ' ' ' ' ' 
 '                                 ",False,0.6875643730163574,False
gpt2-medium_pruned_60,1419398987,5,0.0,"= Meridian , Mississippi =","= Meridian , Mississippi =",True,1.0000001192092896,True
gpt2-medium_pruned_60,1419398987,10,0.0,"= Meridian , Mississippi =","= Meridian , Mississippi =",True,1.0000001192092896,True
gpt2-medium_pruned_60,1419398987,20,0.0,"= Meridian , Mississippi =","= Meridian , Mississippi =",True,1.0000001192092896,True
gpt2-medium_pruned_60,1419398987,40,0.0,"= Meridian , Mississippi =","= Meridian , Mississippi =",True,1.0000001192092896,True
gpt2-medium_pruned_60,1419398987,100,0.0,"= Meridian , Mississippi =","= Meridian , Mississippi =",True,1.0000001192092896,True
gpt2-medium_pruned_60,1419398987,5,1263.0112171173096,"Meridian is the sixth largest city in the state of Mississippi , in the United States . It is the county seat of Lauderdale County and the principal city of the Meridian , Mississippi Micropolitan Statistical Area . Along major highways , the city is 93 mi ( 150 km ) east of Jackson , Mississippi ; 154 mi ( 248 km ) west of Birmingham , Alabama ; 202 mi ( 325 km ) northeast of New Orleans , Louisiana ; and 231 mi ( 372 km ) southeast of Memphis , Tennessee .","Meridian is the sixth highest peak in the @-@ written records , and is listed among the highest peak names in Theski 's Dictionary of Geography . Theski 's Dictionary lists the names listed below : 
 
                                                      ",False,0.4537140130996704,False
gpt2-medium_pruned_60,1419398987,10,1193.1939125061035,"Meridian is the sixth largest city in the state of Mississippi , in the United States . It is the county seat of Lauderdale County and the principal city of the Meridian , Mississippi Micropolitan Statistical Area . Along major highways , the city is 93 mi ( 150 km ) east of Jackson , Mississippi ; 154 mi ( 248 km ) west of Birmingham , Alabama ; 202 mi ( 325 km ) northeast of New Orleans , Louisiana ; and 231 mi ( 372 km ) southeast of Memphis , Tennessee .",Meridian is the sixth largest city in the state and is home of the historic Union Pacific Railroad station ( originally named Union Pacific Station ) . The historic Union Pacific Railroad station dates back to 1791 and served Union Pacific 's first train line in Union Pacific 's western terminus at Union Pacific 's western terminus at Union Pacific 's western terminus . Union Pacific 's western terminus originally connected Union Pacific 's western terminus in Union Pacific 's western terminus in Union Pacific 's,False,0.5205095410346985,False
gpt2-medium_pruned_60,1419398987,20,1063.7938976287842,"Meridian is the sixth largest city in the state of Mississippi , in the United States . It is the county seat of Lauderdale County and the principal city of the Meridian , Mississippi Micropolitan Statistical Area . Along major highways , the city is 93 mi ( 150 km ) east of Jackson , Mississippi ; 154 mi ( 248 km ) west of Birmingham , Alabama ; 202 mi ( 325 km ) northeast of New Orleans , Louisiana ; and 231 mi ( 372 km ) southeast of Memphis , Tennessee .","Meridian is the sixth largest city in the state of Mississippi , in the United States . It is home of the Army Corps of Engineers ' Meridian Army Depot , and the Army Corps ' Meridian Army Depot Complex . Meridian 's Army Depot Complex includes a Army Corps ' Meridian Army Depot Complex , Army Corps ' Meridian Army Depot Complex Complex Complex , Army Corps ' Meridian Army Depot Complex Complex Complex Complex , Army Corps ' Meridian Army Depot Complex Complex Complex Complex Complex Complex Complex Complex Complex Complex Complex Complex Complex Complex Complex Complex Complex",False,0.7039023041725159,False
gpt2-medium_pruned_60,1419398987,40,804.6154975891113,"Meridian is the sixth largest city in the state of Mississippi , in the United States . It is the county seat of Lauderdale County and the principal city of the Meridian , Mississippi Micropolitan Statistical Area . Along major highways , the city is 93 mi ( 150 km ) east of Jackson , Mississippi ; 154 mi ( 248 km ) west of Birmingham , Alabama ; 202 mi ( 325 km ) northeast of New Orleans , Louisiana ; and 231 mi ( 372 km ) southeast of Memphis , Tennessee .","Meridian is the sixth largest city in the state of Mississippi , in the United States . It is the county seat of Lauderdale County and the principal city of the Meridian , Mississippi Micropolitan Statistical Area . Meridian 's population is estimated at 1 @,@ 400 @,@ 000 . Meridian 's population growth rate over the twenty @-@ five @-@ year period has averaged about 2 @,@ 000 @,@ 000 per annum . Meridian 's population growth rate over the twenty @-",False,0.8826865553855896,False
gpt2-medium_pruned_60,1419398987,100,0.0,"Meridian is the sixth largest city in the state of Mississippi , in the United States . It is the county seat of Lauderdale County and the principal city of the Meridian , Mississippi Micropolitan Statistical Area . Along major highways , the city is 93 mi ( 150 km ) east of Jackson , Mississippi ; 154 mi ( 248 km ) west of Birmingham , Alabama ; 202 mi ( 325 km ) northeast of New Orleans , Louisiana ; and 231 mi ( 372 km ) southeast of Memphis , Tennessee .","Meridian is the sixth largest city in the state of Mississippi , in the United States . It is the county seat of Lauderdale County and the principal city of the Meridian , Mississippi Micropolitan Statistical Area . Along major highways , the city is 93 mi ( 150 km ) east of Jackson , Mississippi ; 154 mi ( 248 km ) west of Birmingham , Alabama ; 202 mi ( 325 km ) northeast of New Orleans , Louisiana ; and 231 mi ( 372 km ) southeast of Memphis , Tennessee .",True,1.0,True
gpt2-medium_pruned_60,1419398987,5,987.4453544616699,"Established in 1860 , at the intersection of the Mobile and Ohio Railroad and Southern Railway of Mississippi , Meridian 's economy was built on the railways and goods transported on them , and it became a strategic trading center . During the American Civil War , General William Tecumseh Sherman burned much of the city to the ground in the Battle of Meridian ( February , 1864 ) .","Established in 1860 , The Royal Society 's Central Observatory served the function throughout Europe until the closure in the closure in the date . The observatory 's main function was the observatory 's observation platform , the observation platform , and a observation platform , the observation platform , and a observation platform , and the observation platform , and the observation platform , and a observation platform , and a observation platform ,",False,0.1332995742559433,False
gpt2-medium_pruned_60,1419398987,10,922.6720333099365,"Established in 1860 , at the intersection of the Mobile and Ohio Railroad and Southern Railway of Mississippi , Meridian 's economy was built on the railways and goods transported on them , and it became a strategic trading center . During the American Civil War , General William Tecumseh Sherman burned much of the city to the ground in the Battle of Meridian ( February , 1864 ) .","Established in 1860 , at the intersection of thes , the 's and s 's , the 's and s 's intersect at the 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's '",False,0.25471755862236023,False
gpt2-medium_pruned_60,1419398987,20,789.7086143493652,"Established in 1860 , at the intersection of the Mobile and Ohio Railroad and Southern Railway of Mississippi , Meridian 's economy was built on the railways and goods transported on them , and it became a strategic trading center . During the American Civil War , General William Tecumseh Sherman burned much of the city to the ground in the Battle of Meridian ( February , 1864 ) .","Established in 1860 , at the intersection of the Mobile and Ohio Railroad and Southern Railway of Mississippi , the railroad originally connected Mobile , Alabama , and the adjacent cities . The original route connected Mobile , Alabama , and the adjacent cities . 
 
 
 
                           ",False,0.5625892281532288,False
gpt2-medium_pruned_60,1419398987,40,531.6028594970703,"Established in 1860 , at the intersection of the Mobile and Ohio Railroad and Southern Railway of Mississippi , Meridian 's economy was built on the railways and goods transported on them , and it became a strategic trading center . During the American Civil War , General William Tecumseh Sherman burned much of the city to the ground in the Battle of Meridian ( February , 1864 ) .","Established in 1860 , at the intersection of the Mobile and Ohio Railroad and Southern Railway of Mississippi , Meridian 's economy was built on the railways and goods transported on them , and it became a strategic location for shipping goods between Mobile , Alabama , and the iron ore deposits in the Mississippi River basin . The iron ore deposits formed the ironclad town of Meridian in the ironclad town of Meridian and the iron",False,0.7885302305221558,False
